0.3985,0,0.24425,0.40975,0.4015,-1
0.7062,-0.0888,-0.036,0.7212,0.703,-1
-0.057333333,-0.453666667,0.301333333,0.262666667,0.140333333,-1
0.1492,-0.13,-0.16,0.3454,0.3332,-1
0.5242,-0.0232,-0.15,0.2196,0.5548,-1
-0.82,0,0,-0.95,-0.89,-1
0.487,-0.158,-0.162,0.5156,0.5024,-1
0.7378,0.7184,0,0.3712,0.9134,-1
0.5416,0.4358,0,0.564,0.7244,-1
0.315666667,0.068333333,-0.026666667,0.382666667,0.330666667,-1
0.333333333,-0.170666667,-0.03,0.087333333,0.324666667,-1
-0.38,0,0.363,-0.5,-0.465,-1
0.3448,0.3326,0.1466,0.3608,0.5392,-1
0.3572,-0.171,0,0.4316,0.6856,-1
0.36,0.577,-0.05,0.0334,0.5442,-1
0.1905,0.40325,0.214,-0.02075,0.18475,-1
0.6198,0.323,-0.024,0.2818,0.628,-1
0,0,-0.37,-0.42,-0.395,-1
0.461,0.358,0,0,0.459,-1
-0.046,0.134,0.1168,0.38,0.3562,-1
0.082666667,-0.258333333,0.327,-0.063333333,0.008,-1
0.5138,0.6564,0.1718,0.2034,0.514,-1
0.0668,0,0.515,-0.232,-0.1792,-1
0.322,0,0,0.267333333,0.294666667,-1
-0.024666667,0.232333333,0.264,-0.376666667,-0.064666667,-1
0.04725,0.2405,-0.04475,0.25225,0.052,-1
0.2522,0.1424,0.0626,-0.1474,0.1498,-1
-0.42,0,-0.21,-0.2,-0.28,-1
-0.1768,-0.336,0.0252,-0.2298,-0.1812,-1
0.20575,0.12175,-0.23,0.2695,0.24975,-1
-0.2098,-0.0126,-0.314,-0.16,-0.1894,-1
-0.6675,0,-0.016,-0.435,-0.65,-1
0.2835,-0.14025,-0.03675,0.22725,0.23575,-1
0.319,-0.495,0,0.3155,0.3775,-1
-0.655,0,-0.2455,-0.415,-0.75,-1
0,0.348,-0.32,0.382,0.136,-1
0.10475,-0.20725,-0.0675,0.2005,0.17225,-1
0,0,0,-0.85,-0.85,-1
0.005,-0.012,-0.172,0.1938,0.0282,-1
-0.286666667,-0.02,0.299,-0.228666667,-0.239,-1
0.008333333,0.311666667,0.02,0.335,0.295666667,-1
0.278666667,0.369333333,-0.333333333,0.020333333,0.169,-1
0.33875,-0.295,0,0.3835,0.34,-1
-0.063,-0.1128,0.1176,0.0176,-0.0118,-1
0.76,0.72,0,0.744,0.741,-1
0.4668,-0.0182,-0.01,0.2462,0.4504,-1
0.191666667,-0.149666667,-0.016666667,0.232666667,0.223333333,-1
0,-0.94,0,0.744,0.846,-1
0.026,0.069,0,0,0.048,-1
0.52,0.4818,-0.018,0.314,0.704,-1
0.965,0.964,0,0,0.964,-1
0.212333333,-0.28,0,0.314,0.290333333,-1
0.76,0.72,0,0.744,0.741,-1
-0.15,0,-0.21,-0.15,-0.17,-1
0.1238,-0.0698,-0.02,0.214,0.1624,-1
0.637,-0.84,0,0.845,0.774,-1
-0.29,0.0122,0.2428,-0.3078,-0.2698,-1
-0.04,0.11,0,0.116,0.061,-1
0.0125,-0.22,0.034,0.00875,-0.21175,-1
0,0.014,-0.236,-0.23275,-0.237,-1
0.009,0.06475,0.0695,0.0585,-0.06175,-1
-0.018,-0.126,-0.1862,0.2142,0.0098,-1
0.1142,0.1826,0.2254,0.1222,0.3006,-1
-0.5096,0.051,-0.546,0.0636,-0.4904,-1
0.052,0.206,0,0.153,0.137,-1
-0.493,0.0968,-0.23,-0.0036,-0.3808,-1
-0.32,0.120333333,0.075,-0.154,-0.215333333,-1
-0.277,0.0228,-0.422,0.1308,-0.255,-1
0.0096,-0.0678,0.055,-0.0714,0.0788,-1
0.075,0.126333333,0.026666667,0.129333333,0.072333333,-1
-0.475,0,-0.35,-0.48,-0.435,-1
0.2225,0.028,-0.01,0.235,0.22975,-1
0.17475,0.21275,-0.155,0.2065,0.307,-1
0.3692,0.2118,-0.15,0.3068,0.54,-1
-0.9,0,0.636,-0.95,-0.83,-1
0.37975,0.21575,-0.1325,0.2245,0.2655,-1
-0.612,0.0248,0.5708,-0.627,-0.5862,-1
0.015,0.045,-0.025,0.031,0.016,-1
-0.0618,-0.107,0.137,0.0218,0.002,-1
0.3828,0.2606,0.1632,0.1468,0.3496,-1
0,0.037333333,0,0.045666667,0.041333333,-1
-0.0328,-0.162,0.117,0.0458,0.0188,-1
0.136,0.3384,0.14,-0.184,0.1572,-1
-0.538,0.1806,-0.0048,-0.3118,-0.4666,-1
0.1245,0.165,0.2905,-0.3385,-0.3295,-1
-0.075,-0.03,-0.095,-0.075,-0.055,-1
0.024,-0.1474,-0.27,0.1582,0.132,-1
-0.355,0,0.0048,-0.1662,-0.5286,-1
-0.39,-0.188,0.1348,-0.3638,-0.3394,-1
-0.4816,0.077,0.1142,-0.2264,-0.4288,-1
-0.0082,0.238,-0.1678,-0.1502,0.0242,-1
0.3838,0.0612,-0.01,0.1682,0.3592,-1
0.2132,0.2744,-0.045,0.2736,0.2324,-1
-0.069,0.0442,0.0396,0.162,0.2276,-1
-0.2008,0,-0.2152,-0.1352,-0.529,-1
-0.0484,0.0822,-0.052,0.0676,0.0298,-1
0.398,0.4625,0,0,0.4305,-1
0,0.99,0,0.782,0.886,-1
0.175,0.2906,-0.286,0.3158,0.2636,-1
0.7132,0.2442,0,0.516,0.6706,-1
-0.89,0,0.897,-0.67,-0.82,-1
-0.1115,0.496,-0.365,0,0.0095,-1
0.06425,-0.1155,0.13525,0.0145,0.024,-1
0.0058,0.2062,-0.146,0.169,0.0242,-1
0.62,-0.91,0,0.766,0.768,-1
0.617,0.206,0,0.40175,0.60725,-1
0.4906,-0.278,-0.022,0.2934,0.4714,-1
0.114,0.0512,-0.08,0.309,0.2826,-1
0.349,0.38,0,-0.06,0.3545,-1
0.182,0.2266,-0.246,-0.0466,0.025,-1
-0.08,0.2356,0.187,-0.1136,-0.1168,-1
-0.1316,0.0328,0.1042,-0.1058,-0.1102,-1
0.3138,0.1368,-0.262,0.0832,0.0766,-1
-0.065,-0.2628,0.025,0.2502,0.1356,-1
0.48,-0.1866,0,0.1708,0.487,-1
0.026,0,0,0.0345,0.03,-1
0.498333333,0.296,-0.03,0.216333333,0.512,-1
0,0,0.4345,0,-0.43,-1
0.284,0.320333333,-0.026666667,0.044666667,0.291666667,-1
-0.2,-0.04,0,-0.18,-0.11,-1
-0.41,0,0.226,-0.505,-0.4,-1
-0.193,0.0442,0.0942,0.0948,0.0482,-1
