-0.97,0,0.977,-0.93,-0.96,-1,kasisilang|bata|ipinamigay|ina,newborn|young|gave|mom
0.966,0,0,0.802,0.884,-1,malinaw|dahilan|nguni|mapaghihinuha|ina|dalagang|ina,clear|reason|but|mapaghihinuha|mom|young woman|mom
-0.9,-0.78,0.904,0,-0.34,-1,anak|pagkakasala,children|offense
0,0,0,0.939,0.939,-1,magkaroon|sanggol|aaruga|matanda,have|baby|care|old
0,0,0,0.939,0.939,-1,mababatid|balita|pagkakatagpo|sanggol|iniiwan|basurahan|patay|dahilan|puso|ina,know|news|conviction|baby|leaving|trash|dead|reason|heart|mom
-0.82,0,0,-0.95,-0.89,-1,nguni|alanganin,but|awkward
0.96,0,0.81,0.85,0.87,-1,nagtapat|nagpalaki|kahi|tunay|anak|kahi|nagkulang|aalaga|pagmamahal|pagiging|ulila|iiwan|puwang|puso|humihingi|kapunuan,confess|expands|even|real|children|even|failed|care|love|being|orphan|leave|space|heart|asking|fullness
0.965,0.964,0,0,0.964,-1,mabuti|pagtatapat|mangyari|naiiwasan|hapdi|puso|inampon|dulot|kaalaman|ipinamigay|minahal|tunay|magulang,good|confession|happen|preventable|the site|heart|adopted|caused|knowledge|gave|loved|real|parents
0.965,0.964,0,0,0.964,-1,nangyayari|paghahanap|tunay|magulang|kalimitan|nagkakaroon|katuparan,happening|search|real|parents|in general|having|fulfillment
0.855,0,0,0.899,0.877,-1,ninais|paolo|tunay|ina,wanted|paolo|real|mom
0.708,-0.84,0,0,0.778,-1,kaso|fermin|burado|nakalipas,case|fermin|erased|ago
-0.02,0,-0.15,-0.14,-0.11,-1,nagkamali|ospital,made a mistake|hospital
0.95,0,0,0,0.95,-1,katotohanan|nakaligtaan|paolo|lara|pagtatala|kapanganakan|fermin|kinauukulang|sangay|gobyerno,truth|missed|paolo|pi|recording|birth|fermin|directly|branch|the government
0,0.935,0,0,0.935,-1,nakadalaw|fermin|berting|araw|nalagutan|hininga|edad|tsuper,did|fermin|berting|day|nalagutan|breath|age|taxi
0.944,0.946,0,0,0.945,-1,dahilan|kasaysayang|ipinagtapat|tsuper|apoy|damdamin|fermin,reason|history|professed|taxi|fire|feelings|fermin
-0.8,0,0.856,-0.84,-0.83,-1,ligaw|kapiligirang|kilalala,wild|kapiligirang|familiar with
1,0,0,0.66,0.83,-1,ulila|kapiligiran|nagmamahal|anak|kaibigan,orphan|environment|loves|children|friends
-0.61,0,0.856,-0.82,-0.76,-1,ninais|isa,wanted|one
-0.561,0.74,0,-0.533,-0.614,-1,tahanan|paolo|lara|nagpaalam,home|paolo|pi|said good-bye
0,0.853,0,0.942,0.897,-1,taon|usap|nakipagkita|magulang|kapatid,year|talk|met|parents|brother
-0.61,0,0.981,-0.98,-0.85,-1,paghahanap|pagsubok|makausap|fermin,search|test|talk|fermin
0,0.943,0,0.903,0.923,-1,dahilan|matigas|puso|fermin|nagpasiya|paolo|lara|fermin|matamo|hinahanap|iisa|kalayaan|paghihimagsik,reason|tough|heart|fermin|decides|paolo|pi|fermin|achievable|looking for|alone|freedom|rebellion
0,0,0.869,0,-0.86,-1,nguni|malaking|pagkakamali|galit|poot|taong|aruga|nagmahal|ampon,but|large|mistakes|angry|hate|year|care|loved|shelter
0.855,0,0,0.899,0.877,-1,nahihiya|ina,ashamed|mom
-0.85,0,0.872,-0.94,-0.89,-1,y|biktima|panghahalay,y|victims|assault
0.956,0,0,0.914,0.935,-1,taning|buhay|iisa|mundo,fixed|life|alone|the world
0.944,0.946,0,0,0.945,-1,palaisipan|mabibigat|damdamin|dulot|pagiging|ampon|nakatimo|puso|araw|diyos,puzzle|heavy|feelings|caused|being|shelter|nakatimo|heart|day|god
0.878,0,0,0.85,0.864,-1,sinisisi|diyos,blame|god
0.979,-0.8,0,0,0.891,-1,puso|nakadama|kirot|biglang|ibinaon|ligaw|balaraw,heart|felt|pain|suddenly|buried|wild|dagger
0.931,0.947,0,0,0.939,-1,kirot|puso|kinailangang|malunasan|agad,pain|heart|had to|remedy|immediately
-0.99,0,-0.73,0,-0.86,-1,kirot|dulot|pagkakawalay|minamahal|pagsisisi,pain|caused|separation|dear|repentance
-0.99,0,-0.73,0,-0.86,-1,natagpuan|fermin|ospital|malubhang|sakit,found|fermin|hospital|serious|pain
0.936,-0.79,0,0.552,0.761,-1,anak|nabibilang|araw|ama,children|belong|day|father
0.638,-0.99,0,0.631,0.755,-1,malay|halos,consciousness|almost
-0.75,0,-1,0,-0.87,-1,makapagsalita|ani|lara,speechless|yield|pi
-0.64,0,0.731,-0.52,-0.63,-1,magbigay|kidney|paolo,provide|impairment|paolo
0.519,-0.99,0,0.741,0.75,-1,makukuha|kidney|naaangkop|donor|paolo,available|impairment|appropriate|donor|paolo
0,0,0,-0.85,-0.85,-1,ayoko|away,i don't want to|fight
0.895,0,0,0.969,0.932,-1,simpleng|bahay|nagtitiis|in|n'yang|nestor,simple|home|suffering|in|n'yang|nestor
-0.86,0,0.897,-0.81,-0.85,-1,bahay|kinakausap|pinapansin|kuya|nestor,home|speaking|dismissing|brother|nestor
0,0.82,0,0.822,0.821,-1,nalang|dami|tanong,i|volume|question
0,0.33,-1,0,-0.33,-1,balisa|biel,anxiety|biel
0.673,-0.66,0,0.921,0.753,-1,n'yang|delikado|bagay|lisensyado,n'yang|fastidious|things|licensed
-0.97,0,0.54,-0.55,-0.69,-1,nakatatayo|ate|lalaki|suot|sumbrero|maong|jacket|sakal|ate|biel,nakatatayo|ate|boys|wearing|hat|jeans|jacket|sakal|ate|biel
0.76,0.72,0,0.744,0.741,-1,naawa,mercy
0.883,-0.59,0,0.533,0.67,-1,kamay|lalaki|kwarto|inilock,hand|boys|bedroom|inilock
0.575,-0.62,0,0.596,0.598,-1,pinapasok|lalaki|kwarto,insertion|boys|bedroom
0,-0.94,0,0.744,0.846,-1,magawa,do
0,0,-0.93,-0.98,-0.95,-1,pinatay|anak,killed|children
0.986,0.979,0,0,0.982,-1,lalaki|patalim|bewang|n'ya|itinutok|leeg|ate,boys|knife|writer|n'ya|aimed|neck|ate
0.965,0.964,0,0,0.964,-1,ayoko|nangyayari,i don't want to|happening
0.637,-0.84,0,0.845,0.774,-1,narinig|nalang|pagmamakaawa|ate,heard|i|supplication|ate
0.76,0.72,0,0.744,0.741,-1,awa|kasalanan,mercy|sin
-0.15,0,-0.21,-0.15,-0.17,-1,sigaw|ate,cry|ate
0.633,-0.79,0,0.935,0.789,-1,to|pakipot,to|want
0.575,-0.62,0,0.596,0.598,-1,lalaki|inikot|dila|n'ya|paligid|labi,boys|rotate|tongue|n'ya|around|lips
0.76,0.72,0,0.744,0.741,-1,awa,mercy
0.637,-0.84,0,0.845,0.774,-1,pagmamakaawa|ate|biel,supplication|ate|biel
0.92,-0.88,0,0.695,0.833,-1,bangg,gets
-0.8,0,0.522,-0.83,-0.71,-1,dugong|tumutulo|ulo|n'ya,blood|leaky|head|n'ya
0,0.148,0,0.148,0.148,-1,itsurang|ate|biel,looking|ate|biel
-0.87,0,-0.86,0,-0.86,-1,mayroong|naghihirap|nagkakasakit|nagdadalamhati,there|suffering|get sick|heartbroken
0,0,-0.94,-0.96,-0.95,-1,saging|mantsa|batik|mabulok,banana|stains|batik|rot
0,0,0.948,-0.81,-0.88,-1,kabilang|dako|dala|suliranin|hilahil,including|over|carried|problem|grievous
0,0.987,0,0.973,0.98,-1,taon|malaking|mangagawa|anakan|nagkakasakit|sakit|maintindihan|ikinamamatay,year|large|labor|foster|get sick|pain|understand|fatal
0,0.942,0,0.916,0.929,-1,mayroong|nagkakasakit|baga|atay|tiyan|nagkakasugat|gumagaling,there|get sick|lungs|liver|stomach|sores|chronic
-0.9,0,-0.94,0,-0.92,-1,hinuha|don|ricardo|misteryosong|pagkakasakit|pagkamatay|tao|resulta|paggamit|chemicals|sagingan,inference|don|ricardo|mysterious|sickness|deaths|people|results|use|chemicals|sagingan
0.052,0.206,0,0.153,0.137,-1,nguni|negosyo,but|business
-1,0,0,0,-1,-1,lider|manggagawa|nababahala|nangyayaring|lagim|kalungkutan,leader|workers|concerned|reoccur|desolation|grief
